CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,29,-1,5,-,"1,874.00",77.40,65,"1,865.85","1,890.30",65,"22,200.00","95,810",0.55,0.60,"1,59,055",-0.65,0.55,55.28,"43,731","-14,434","15,093",
,6,-,-,-,-,-,780,"1,772.55","1,876.70",780,"22,250.00","1,29,870",0.55,0.60,"27,040",-0.70,0.55,54.39,"8,715","-1,534","5,751",
,32,-2,3,-,"1,765.00",10.55,65,"1,765.95","1,796.15",65,"22,300.00","91,715",0.55,0.60,"2,31,075",-0.70,0.55,52.98,"18,143","-6,387","10,099",
,8,-,-,-,-,-,780,"1,677.20","1,761.40",780,"22,350.00","1,04,845",0.50,0.55,"24,245",-0.75,0.55,51.58,"11,840",-666,"4,322",
,216,-1,6,-,"1,656.00",2.70,65,"1,663.50","1,684.35",130,"22,400.00","3,09,985",0.55,0.60,"68,640",-0.80,0.55,50.18,"40,804","-3,373","12,027",
,8,-,3,-,"1,570.50",-126.55,65,"1,568.85","1,639.30",130,"22,450.00","80,600",0.60,0.65,"16,705",-0.85,0.60,49.20,"9,796",-815,"3,804",
,"3,439",-96,279,-,"1,566.60",1.70,195,"1,570.90","1,577.00",130,"22,500.00","11,10,395",0.60,0.65,"10,26,935",-0.85,0.60,48.18,"2,47,107","-44,473","81,861",
,22,-,1,-,"1,500.45",48.45,130,"1,512.00","1,546.75",780,"22,550.00","1,77,710",0.60,0.65,"1,86,810",-0.90,0.65,46.37,"44,620","2,535","10,187",
,101,-1,2,-,"1,469.50",7.55,65,"1,467.80","1,483.25",65,"22,600.00","6,04,955",0.60,0.65,"4,19,380",-1.05,0.60,44.95,"72,057","1,853","20,114",
,24,-,-,-,-,-,65,"1,418.45","1,443.05",65,"22,650.00","1,37,280",0.65,0.70,"1,44,365",-1.05,0.65,43.54,"33,906","-1,665","8,230",
,236,-23,118,-,"1,370.00",19.95,65,"1,368.75","1,376.15",65,"22,700.00","5,54,970",0.70,0.75,"4,67,870",-1.05,0.70,42.47,"1,23,788","-14,419","23,363",
,34,-,1,-,"1,240.00",-63.05,65,"1,314.60","1,325.00",65,"22,750.00","2,71,895",0.70,0.75,"2,14,045",-1.15,0.70,41.68,"45,883","2,803","13,035",
,590,-39,118,-,"1,269.40",11.35,65,"1,267.50","1,276.45",65,"22,800.00","8,41,750",0.70,0.75,"14,86,290",-1.15,0.75,40.23,"1,46,877","-11,628","36,580",
,84,-,-,50.57,-,-,65,"1,214.90","1,232.60",65,"22,850.00","4,80,155",0.75,0.80,"5,41,840",-1.25,0.75,38.78,"67,914","1,004","21,039",
,487,-12,20,-,"1,161.00",11.00,65,"1,168.55","1,174.80",130,"22,900.00","11,46,600",0.75,0.80,"14,51,840",-1.30,0.75,37.60,"1,86,792","-12,346","45,159",
,281,-6,10,-,"1,066.55",-51.80,130,"1,117.00","1,124.80",65,"22,950.00","5,22,730",0.75,0.80,"5,09,015",-1.40,0.80,35.88,"79,575","5,973","23,234",
,"9,905","-1,071","2,722",-,"1,073.05",-8.90,130,"1,071.05","1,074.15",65,"23,000.00","23,90,895",0.80,0.85,"24,31,455",-1.50,0.80,34.67,"7,63,185","27,187","2,18,057",
,375,-4,27,-,"1,002.85",-11.65,65,"1,016.55","1,024.40",130,"23,050.00","5,95,205",0.85,0.90,"4,09,175",-1.60,0.85,33.66,"85,767","4,981","25,790",
,924,-598,957,-,971.70,16.25,130,970.70,973.80,65,"23,100.00","14,30,065",0.85,0.90,"12,95,060",-1.80,0.85,32.17,"2,76,128","-23,287","53,558",
,476,-5,31,36.43,930.00,15.35,195,919.75,924.90,130,"23,150.00","13,38,220",0.85,0.90,"8,88,420",-1.90,0.85,30.88,"1,51,159","6,681","47,332",
,"2,665",-222,983,-,870.80,7.60,130,870.95,874.60,130,"23,200.00","20,07,590",0.95,1.00,"20,49,255",-2.00,0.95,29.38,"3,99,404","25,853","1,11,781",
,477,-19,133,-,814.10,6.75,195,820.00,824.40,130,"23,250.00","9,17,020",1.00,1.05,"9,96,775",-2.10,1.00,28.04,"1,91,879","2,952","38,695",
,"4,679",-271,"1,090",-,773.15,13.90,65,771.30,773.90,65,"23,300.00","14,86,030",1.05,1.10,"17,12,100",-2.15,1.05,26.52,"5,33,255","43,558","1,28,865",
,"1,899",-34,346,-,716.05,7.30,520,719.40,724.70,65,"23,350.00","9,24,235",1.10,1.15,"6,95,760",-2.40,1.10,25.30,"2,69,360","21,768","65,828",
,"12,637",-683,"1,894",-,675.50,11.95,325,671.00,674.45,325,"23,400.00","10,22,320",1.15,1.20,"17,36,735",-2.80,1.15,23.75,"6,58,920","41,062","1,48,819",
,"3,248",-85,766,-,626.15,14.95,390,619.20,622.70,65,"23,450.00","11,88,850",1.15,1.20,"4,09,565",-3.25,1.15,22.33,"4,81,494","17,169","69,628",
,"30,515","-1,753","14,556",-,570.60,6.15,325,570.85,572.40,65,"23,500.00","21,33,365",1.20,1.25,"15,22,690",-3.60,1.20,21.11,"11,02,379","89,792","2,75,396",
,"2,861",-279,"2,230",-,521.05,5.75,260,520.50,522.80,65,"23,550.00","13,12,675",1.30,1.35,"7,88,450",-3.95,1.35,19.61,"4,89,006","48,568","97,718",
,"17,585","-2,548","14,125",-,470.80,12.50,325,470.75,472.10,65,"23,600.00","15,81,710",1.40,1.45,"14,55,870",-4.80,1.45,18.08,"7,68,740","46,929","1,62,979",
,"7,690",-479,"7,128",-,423.00,9.65,130,421.40,422.85,195,"23,650.00","14,40,920",1.50,1.55,"9,00,965",-5.85,1.55,16.43,"5,40,872","45,410","93,858",
,"25,528","-8,053","58,332",-,371.00,8.65,65,371.85,372.90,130,"23,700.00","16,27,600",1.65,1.70,"12,31,880",-7.50,1.65,15.15,"12,15,759","56,797","1,83,265",
,"7,619","-1,141","30,590",-,322.75,4.20,65,321.85,322.65,390,"23,750.00","12,08,480",1.95,2.00,"4,43,040",-9.75,2.00,13.87,"9,69,380","73,834","1,28,947",
,"33,398","-4,942","2,16,246",-,273.30,4.00,195,272.60,273.30,195,"23,800.00","4,56,950",2.45,2.50,"7,88,645",-13.10,2.50,12.67,"18,89,639","96,305","2,19,362",
,"11,013","1,387","1,99,757",-,224.70,0.60,390,224.35,225.00,130,"23,850.00","1,39,230",3.55,3.60,"52,845",-17.90,3.60,11.63,"18,16,499","1,02,615","1,64,524",
,"57,103","15,361","9,89,148",-,176.45,-8.00,195,176.45,176.90,650,"23,900.00","30,095",6.00,6.05,"82,680",-24.15,6.05,11.07,"35,95,467","2,32,857","3,66,644",
,"52,026","25,355","14,49,548",-,130.80,-15.90,130,130.80,131.05,130,"23,950.00","16,770",10.20,10.25,"12,220",-31.80,10.25,10.48,"37,38,837","2,66,645","3,76,880",
,"2,52,743","1,00,781","51,24,234",7.22,89.90,-25.40,715,89.65,89.85,390,"24,000.00",715,19.20,19.25,"7,865",-39.75,19.20,10.31,"67,58,202","4,51,187","6,50,860",
,"2,16,882","1,66,275","52,00,074",7.65,54.90,-32.20,"2,535",54.85,55.00,390,"24,050.00",65,34.40,34.45,325,-46.20,34.45,10.13,"38,72,276","3,34,922","3,77,370",
,"3,68,569","2,96,107","58,89,832",8.07,30.95,-33.85,"7,735",30.95,31.05,520,"24,100.00",260,61.10,61.15,455,-45.60,61.05,10.73,"25,75,228","1,69,362","2,05,203",
,"2,19,692","1,78,113","33,32,057",8.38,15.70,-31.30,"3,185",15.65,15.70,"4,485","24,150.00",325,95.80,96.00,"2,795",-42.60,96.00,11.48,"6,17,299","40,629","50,787",
,"3,13,609","1,95,822","38,81,332",8.82,7.90,-25.40,"35,165",7.90,7.95,"31,070","24,200.00",195,137.75,138.05,390,-36.20,138.20,12.92,"5,25,997","25,523","46,808",
,"1,37,697","97,959","19,07,289",9.37,3.85,-19.70,"43,485",3.85,3.90,"79,170","24,250.00",390,184.10,184.55,195,-29.75,184.50,14.47,"97,687","6,709","10,333",
,"1,95,870","72,658","25,49,025",10.10,2.15,-14.20,"5,87,210",2.10,2.15,"2,48,495","24,300.00",390,232.20,232.80,390,-25.50,232.25,16.70,"1,03,571","12,732","25,498",
,"89,048","52,722","15,95,829",10.90,1.25,-10.75,"9,23,715",1.25,1.30,"6,89,195","24,350.00",65,281.55,282.50,130,-24.45,282.05,18.78,"15,215","1,791","3,328",
,"1,66,107","20,290","10,69,283",12.22,1.00,-8.15,"25,28,825",1.00,1.05,"23,11,400","24,400.00",260,331.25,332.30,195,-19.95,332.55,20.84,"19,585","2,467","9,876",
,"46,206","7,148","3,72,885",13.29,0.85,-6.00,"16,88,960",0.80,0.85,"14,50,020","24,450.00",130,380.00,381.65,65,-20.05,379.50,22.45,"2,241",470,"1,318",
,"2,23,320","51,481","9,40,110",14.67,0.80,-4.70,"32,78,015",0.75,0.80,"38,42,865","24,500.00",65,430.35,431.75,325,-14.55,433.95,24.94,"15,193","-1,253","24,265",
,"48,350","19,172","3,42,768",16.01,0.75,-3.50,"13,82,095",0.70,0.75,"4,52,205","24,550.00",195,479.80,482.20,390,-20.45,479.20,26.62,641,190,566,
,"1,02,053","39,417","4,78,705",17.13,0.65,-2.75,"17,02,155",0.65,0.70,"34,24,720","24,600.00",130,531.05,532.70,260,-7.25,533.00,28.71,"8,492","-1,734","10,702",
,"47,843","20,186","2,44,731",18.55,0.65,-2.25,"16,20,515",0.60,0.65,"20,84,030","24,650.00",65,580.10,582.85,65,-7.95,583.20,31.64,"1,416",534,843,
,"79,889","19,019","3,52,406",19.94,0.60,-1.75,"23,05,095",0.55,0.60,"31,87,275","24,700.00",130,630.10,633.00,65,-2.40,633.15,32.54,"1,571",-521,"1,574",
,"39,338","11,152","1,99,674",21.33,0.60,-1.35,"8,64,565",0.55,0.60,"2,94,255","24,750.00",65,679.90,683.40,130,-18.60,682.95,34.14,80,10,246,
,"83,737","21,302","2,56,247",22.48,0.60,-1.15,"19,14,445",0.55,0.60,"12,29,215","24,800.00",65,730.60,733.45,65,-2.55,733.00,36.51,719,-149,"2,254",
,"20,355","3,257","98,728",23.83,0.55,-0.95,"11,65,385",0.50,0.55,"3,61,530","24,850.00",65,778.60,784.80,65,-18.90,782.05,25.26,155,1,182,
,"41,211","4,163","1,59,973",24.90,0.55,-0.85,"10,21,475",0.50,0.55,"25,57,620","24,900.00",65,830.95,834.50,65,-13.50,832.55,41.40,231,-65,888,
,"23,891","7,211","97,188",25.93,0.55,-0.70,"4,80,935",0.50,0.55,"9,13,250","24,950.00",65,878.15,884.85,130,-14.00,882.65,43.29,26,-2,81,
,"1,79,051","-8,360","4,78,723",27.22,0.50,-0.75,"22,54,785",0.50,0.55,"32,24,845","25,000.00",130,930.60,934.25,195,-15.20,933.60,45.54,"4,491","-1,127","11,943",
,"21,789","4,996","58,615",28.17,0.50,-0.60,"4,89,125",0.45,0.50,"2,84,115","25,050.00",65,974.25,996.90,65,-243.55,986.45,45.68,27,7,39,
,"32,197","-6,262","88,790",29.79,0.50,-0.55,"9,67,655",0.45,0.50,"17,10,670","25,100.00",65,"1,024.00","1,035.00",65,-26.85,"1,036.75",49.10,56,-27,686,
,"15,232","-2,923","33,918",30.69,0.45,-0.55,"3,94,550",0.40,0.45,"3,50,155","25,150.00",65,"1,055.55","1,099.45",130,-55.95,"1,098.70",58.39,4,1,9,
,"43,268","-9,613","94,497",31.94,0.45,-0.50,"13,38,610",0.40,0.45,"19,76,715","25,200.00",390,"1,126.40","1,136.35",65,-6.50,"1,144.80",58.17,73,-33,504,
,"15,057","-1,146","28,799",33.58,0.40,-0.50,"2,77,225",0.40,0.45,"2,94,385","25,250.00",780,"1,154.95","1,200.65",130,-81.10,"1,200.15",63.19,4,1,25,
,"29,573","-7,449","71,102",34.43,0.40,-0.50,"7,34,500",0.40,0.45,"5,50,875","25,300.00",65,"1,230.35","1,247.15",65,-33.50,"1,229.70",57.36,233,-91,365,
,"4,885","-1,868","9,661",35.66,0.45,-0.35,"89,830",0.40,0.45,"64,740","25,350.00",780,"1,255.85","1,296.80",65,-71.35,"1,300.00",67.07,3,-,5,
,"13,568","-3,794","15,346",36.88,0.40,-0.35,"7,68,040",0.35,0.40,"2,43,750","25,400.00",65,"1,330.40","1,336.60",65,-31.20,"1,334.30",42.08,42,-9,120,
,"6,902",12,"5,313",38.10,0.40,-0.40,"1,76,995",0.35,0.40,"9,815","25,450.00",65,"1,375.25","1,409.60","2,535",-,-,64.45,-,-,7,
,"81,000","-12,667","1,06,822",38.81,0.35,-0.40,"17,29,975",0.35,0.40,"14,98,770","25,500.00",65,"1,431.50","1,436.30",65,-18.95,"1,433.90",64.64,"1,287",-97,"9,387",
,"4,198",571,"18,109",40.52,0.35,-0.35,"1,15,700",0.35,0.40,"19,565","25,550.00",845,"1,452.30","1,490.10",65,-70.00,"1,500.00",74.81,5,-1,12,
,"11,273","-2,132","17,596",41.19,0.35,-0.30,"1,97,990",0.35,0.40,"2,08,585","25,600.00",130,"1,526.70","1,538.25",130,-34.40,"1,528.00",69.77,80,-52,103,
,"1,955",-432,"2,576",43.40,0.35,-0.35,"33,475",0.35,0.40,"8,060","25,650.00",780,"1,557.95","1,621.45","1,365",-58.00,"1,600.00",78.60,2,-,7,
,"5,599","-1,123","8,145",43.55,0.35,-0.25,"1,63,410",0.30,0.35,"1,01,920","25,700.00",780,"1,610.90","1,680.45",780,-25.75,"1,633.75",-,52,-32,70,
,"1,400",-177,"1,372",44.72,0.35,-0.30,"41,665",0.35,0.40,"8,385","25,750.00","1,560","1,594.80","1,704.20",780,-,-,119.12,-,-,11,
,"5,597","-2,930","15,635",45.89,0.40,-0.20,"1,50,800",0.35,0.40,"3,42,680","25,800.00",65,"1,718.50","1,736.80",130,-38.45,"1,729.00",64.78,59,-34,92,
,"2,915",288,"4,845",47.05,0.45,-0.25,"80,275",0.40,0.45,"45,435","25,850.00",65,"1,726.80","1,818.05",780,-,-,94.52,-,-,20,
,"3,847",-701,"8,113",47.54,0.35,-0.25,"72,800",0.35,0.40,"81,055","25,900.00",780,"1,800.75","1,842.95",130,21.85,"1,851.00",88.52,11,-4,34,
,"1,498",-140,"2,549",49.97,0.40,-0.15,"43,875",0.35,0.40,"4,875","25,950.00",780,"1,847.15","1,914.40",780,-,-,111.09,-,-,10,
,"42,795","-3,242","39,758",50.51,0.40,-0.20,"6,39,925",0.35,0.40,"7,12,465","26,000.00",65,"1,932.20","1,935.70",65,-20.50,"1,935.60",82.30,"2,620",-69,"11,814",
,"1,355",598,"1,802",51.65,0.40,-0.15,"17,680",0.35,0.40,"2,600","26,050.00",780,"1,946.15","2,014.45",780,-,-,110.28,-,-,11,
,"1,848",200,"3,936",52.79,0.40,-0.20,"64,155",0.35,0.40,"7,215","26,100.00",130,"2,029.00","2,038.25",130,-23.55,"2,026.00",67.88,17,-5,85,
,"1,560",640,"3,286",54.58,0.40,-0.15,"19,110",0.35,0.40,"2,860","26,150.00",780,"2,044.55","2,129.40",780,-,-,15.48,-,-,8,
,"4,070","-1,227","10,743",54.31,0.30,-0.25,"1,03,025",0.25,0.30,"15,015","26,200.00",65,"2,128.15","2,139.15",130,-0.10,"2,137.70",91.42,166,-5,832,
,449,70,550,56.18,0.35,-0.10,"3,055",0.35,0.45,"1,365","26,250.00",780,"2,148.30","2,206.05",780,-,-,13.40,-,-,4,
,"1,893",-522,"4,215",57.30,0.35,-0.15,"43,745",0.35,0.40,"30,225","26,300.00",780,"2,191.15","2,240.60",195,45.85,"2,243.70",97.09,89,-66,223,
,816,433,"7,085",59.12,0.35,-0.05,"4,875",0.35,0.40,"10,985","26,350.00",65,"2,237.50","2,305.30",65,-264.35,"2,290.00",95.37,2,-1,13,
,"1,005",-26,"2,298",59.53,0.35,-0.15,"14,885",0.30,0.35,"17,875","26,400.00",390,"2,326.85","2,363.30",65,-36.55,"2,321.00",-,6,-4,117,
,"1,057",302,"1,276",60.64,0.35,-0.10,"14,950",0.30,0.35,455,"26,450.00",780,"2,349.80","2,409.80",780,-,-,-,-,-,4,
,"11,854","-1,186","9,901",60.92,0.30,-0.10,"2,41,150",0.25,0.30,"1,27,595","26,500.00",65,"2,433.45","2,438.70",130,-15.65,"2,437.75",102.21,395,-,"3,200",
,527,180,743,62.84,0.30,-0.10,"3,120",0.30,0.40,"1,885","26,550.00",780,"2,326.00","2,548.45",780,-,-,-,-,-,4,
,811,-402,"2,300",63.10,0.35,-,"2,470",0.30,0.35,325,"26,600.00",780,"2,481.95","2,553.70",65,-104.00,"2,530.00",102.44,26,-2,24,
,737,10,"1,220",64.18,0.35,-,"5,395",0.30,0.35,"1,755","26,650.00",780,"2,443.30","2,627.60",780,-,-,-,-,-,2,
,"1,183",110,"2,257",65.26,0.30,-0.05,"44,525",0.25,0.30,"15,990","26,700.00",65,"2,623.20","2,643.10",65,-109.25,"2,626.25",-,8,-1,41,
,276,49,375,66.33,0.30,-0.05,"5,265",0.30,0.35,"7,800","26,750.00",780,"2,557.15","2,723.00",780,-,-,-,-,-,2,
,772,-110,"1,101",67.40,0.35,-,"2,080",0.30,0.35,"2,795","26,800.00",65,"2,705.90","2,742.75",130,19.15,"2,735.55",104.67,29,-19,39,
,586,-119,"1,090",67.44,0.30,-0.10,"3,835",0.30,0.35,975,"26,850.00",780,"2,633.90","2,832.35",780,-,-,-,-,-,3,
,711,-70,"1,422",70.45,0.35,-,"6,305",0.25,0.35,715,"26,900.00",780,"2,791.50","2,882.00",780,-,-,50.69,-,-,2,
,680,-58,833,70.59,0.35,-0.10,65,0.35,0.40,"2,145","26,950.00",780,"2,849.55","2,937.20",780,-,-,-,-,-,1,
,"14,450",955,"14,145",70.58,0.25,-0.15,"4,39,790",0.20,0.25,"1,51,775","27,000.00",65,"2,932.70","2,940.35",65,-16.50,"2,940.00",119.30,717,-293,"4,512",
,688,-6,839,71.62,0.30,-0.10,"4,160",0.30,0.35,"1,755","27,050.00",780,"2,852.60","3,048.55",780,-,-,-,-,-,1,
,"1,270",177,"2,014",72.66,0.30,-0.10,"17,485",0.30,0.35,"4,550","27,100.00",65,"2,994.25","3,067.80",65,5.00,"3,080.00",149.97,1,-,43,
,630,49,491,73.69,0.30,-0.10,"2,210",0.30,0.40,"2,600","27,150.00",780,"3,037.10","3,135.30",780,-,-,-,-,-,1,
,"3,465",2,"4,087",74.72,0.25,-0.10,"1,82,585",0.20,0.25,"41,600","27,200.00",325,"3,081.75","3,152.20",65,-28.20,"3,130.00",107.77,34,-10,75,
,"3,484","-1,365","8,295",75.75,0.30,-0.20,"74,555",0.25,0.30,"16,380","27,250.00",780,"3,002.85","3,251.35",780,-,-,-,-,-,96,
